Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
67573.98058247384,67629.16347807655
109882.42945141901,109935.32996755754
152190.52581301343,152242.2231551877
194498.15596125173,194549.72387359766
236805.20540564714,236857.7183130719
279111.5582449093,279166.09261432575
321417.09661970503,321474.73215152323
369662.3488340837,369719.6462415295
411970.9691360838,412025.2666162943
454279.31250424957,454331.6902633424
496587.26529679605,496638.799520024
538894.7135944902,538946.4786379704
581201.5424924027,581254.6132164354
